"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.588943458E0,-1.196244428E0,-5.546735426E0,-6.158077025E-1,5.707582128E0
1.598934458E0,-1.603730455E0,-5.600278965E0,-5.541149727E-1,5.851676619E0
1.608925458E0,-1.929133269E0,-5.594266273E0,-3.709556202E-1,5.929163379E0
1.618915458E0,-2.183519894E0,-5.494116917E0,-1.319834248E-1,5.913586006E0
1.628906458E0,-2.294303581E0,-5.301778606E0,9.563355088E-2,5.777701193E0
1.638897458E0,-2.356901532E0,-5.108739797E0,2.525483338E-1,5.631872496E0
1.648888458E0,-2.383089457E0,-4.940212517E0,3.452020705E-1,5.495814730E0
1.658878458E0,-2.502528192E0,-4.760229665E0,3.883427910E-1,5.391961048E0
1.668869458E0,-2.616919026E0,-4.636960711E0,3.833808804E-1,5.338225428E0
1.678860458E0,-2.796955381E0,-4.583199656E0,3.236632669E-1,5.378980982E0
1.688851458E0,-3.094535973E0,-4.579143443E0,1.968512293E-1,5.530231276E0
1.698841458E0,-3.404803269E0,-4.594612836E0,4.450785438E-2,5.718840211E0
1.708832458E0,-3.641827172E0,-4.585700218E0,-5.776113510E-2,5.856183739E0
1.718823458E0,-3.760328014E0,-4.559926568E0,-5.722786903E-2,5.910691339E0
1.728813458E0,-3.842824041E0,-4.524235164E0,-3.088263592E-2,5.936072284E0
1.738804458E0,-3.855303168E0,-4.550156456E0,4.491794519E-3,5.963833202E0
1.748795458E0,-3.929036558E0,-4.622560188E0,4.050951004E-2,6.066879922E0
1.758786458E0,-4.148346906E0,-4.676774695E0,4.850850105E-2,6.251668311E0
1.768776458E0,-4.331767629E0,-4.680663970E0,1.123372553E-2,6.377534962E0
1.778767458E0,-4.418598197E0,-4.717345308E0,-9.789057612E-2,6.464281812E0
1.788758458E0,-4.470903295E0,-4.767193991E0,-2.437271146E-1,6.540223064E0
1.798749458E0,-4.551000794E0,-4.810698737E0,-3.886703082E-1,6.633663782E0
1.808739458E0,-4.538538038E0,-4.837948224E0,-5.853694733E-1,6.659333898E0
1.818730458E0,-4.432039776E0,-4.880027127E0,-8.087892079E-1,6.641670070E0
1.828721458E0,-4.325183664E0,-4.926350523E0,-1.075534508E0,6.643261073E0
1.838712458E0,-4.113220342E0,-4.939614347E0,-1.283166797E0,6.554760752E0
1.848702458E0,-3.687266470E0,-4.902785075E0,-1.350755932E0,6.281542573E0
1.858693458E0,-3.157123985E0,-4.857560662E0,-1.256967763E0,5.928178084E0
1.868684458E0,-2.650311306E0,-4.815706877E0,-1.168748481E0,5.619711359E0
1.878675458E0,-1.949737102E0,-4.811797137E0,-1.071472959E0,5.301218799E0
1.888665458E0,-9.241483408E-1,-4.716794793E0,-9.670662459E-1,4.902797201E0
