"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.353769417E0,6.790315989E-1,-4.231729370E-1,1.072760004E0,1.338272496E0
1.363760417E0,2.690318540E0,-2.027903266E0,4.705669588E-1,3.401711152E0
1.373751417E0,5.789015976E0,-3.658885839E0,7.216732961E-1,6.886288108E0
1.383742417E0,8.879329675E0,-6.203442063E0,-2.142494367E0,1.104153391E1
1.393733417E0,1.003613054E1,-9.857737838E0,-7.314860934E0,1.585579080E1
1.403724417E0,9.942846401E0,-9.839767005E0,-7.451883416E0,1.584966169E1
1.413714417E0,9.874497128E0,-9.800497690E0,-7.627525588E0,1.586614620E1
1.423705417E0,9.824808658E0,-9.737682222E0,-7.861901287E0,1.591096515E1
1.433696417E0,9.785212483E0,-9.661689468E0,-8.148574483E0,1.598430145E1
1.443687417E0,9.751360613E0,-9.587915148E0,-8.456119316E0,1.607865369E1
1.453678417E0,9.729874434E0,-9.525159321E0,-8.743309990E0,1.618161260E1
1.463669417E0,9.732309800E0,-9.473050690E0,-8.977465249E0,1.628040005E1
1.473660417E0,6.178424751E0,-1.144950080E1,-3.374579011E0,1.344067649E1
1.483651417E0,3.439515265E0,-6.093892139E0,-3.127737633E0,7.664758924E0
1.493642417E0,1.595044124E0,-2.386953882E0,-3.492166518E0,4.520723568E0
1.503633417E0,3.133686590E-1,4.244844675E-1,-3.525192761E0,3.564459424E0
1.513623417E0,-8.908867469E-1,2.585261031E0,-2.821368091E0,3.929042085E0
1.523614417E0,-1.944140732E0,4.213230534E0,-9.601395611E-1,4.738445177E0
1.533605417E0,-3.496355756E0,5.704690356E0,3.157193859E-1,6.698333700E0
1.543596417E0,-5.355753084E0,7.045613610E0,-1.000340484E0,8.906483219E0
1.553587417E0,-6.706941125E0,8.283856249E0,-2.465881938E0,1.094010545E1
1.563578417E0,-8.107798925E0,9.454876374E0,-2.050997429E0,1.262290304E1
1.573569417E0,-9.177496158E0,1.046863739E1,2.095478368E-1,1.392345915E1
1.583560417E0,-9.797879307E0,1.134610448E1,2.392806945E0,1.518084487E1
1.593551417E0,-8.711340923E0,1.196491882E1,2.289356982E0,1.497624447E1
1.603541417E0,-5.268969294E0,1.205796557E1,1.157892541E0,1.320974209E1
1.613532417E0,-2.523700668E0,1.188024880E1,7.027357726E-1,1.216565716E1
1.623523417E0,-9.694619232E-1,1.170686015E1,4.070913398E-1,1.175398461E1
1.633514417E0,4.378307372E-2,1.155985764E1,4.014768434E-1,1.156691010E1
1.643505417E0,5.211629158E-1,1.139244484E1,1.160493236E0,1.146325236E1
1.653496417E0,3.734566936E-1,1.113143332E1,2.499131545E0,1.141463692E1
1.663487417E0,-5.316928741E-1,1.057549408E1,3.664378713E0,1.120497406E1
1.673478417E0,-1.973068370E0,9.671864208E0,3.966127785E0,1.063805084E1
1.683469417E0,-2.837956350E0,9.216917501E0,3.693283839E0,1.032695066E1
1.693459417E0,-3.072702470E0,9.071144661E0,3.085958108E0,1.006232097E1
1.703450417E0,-3.035814725E0,9.012167889E0,2.409225926E0,9.810184029E0
1.713441417E0,-2.974161976E0,8.986123222E0,1.769351377E0,9.629468018E0
1.723432417E0,-3.077445146E0,8.930049593E0,1.309759934E0,9.535823270E0
1.733423417E0,-3.335209708E0,8.806973305E0,1.022342387E0,9.472675786E0
1.743414417E0,-3.794133399E0,8.628777654E0,7.554672790E-1,9.456319731E0
1.753405417E0,-4.313829248E0,8.481378703E0,2.968572915E-1,9.520033179E0
1.763396417E0,-4.697016293E0,8.460243357E0,-3.706237176E-1,9.683751425E0
1.773387417E0,-4.862332283E0,8.871953997E0,-3.203198290E-1,1.012207724E1
1.783377417E0,-4.814009723E0,9.414851013E0,1.208713031E-1,1.057490989E1
1.793368417E0,-4.296413024E0,8.968068189E0,-1.432715185E0,1.004679475E1
1.803359417E0,-3.360386649E0,6.838792330E0,-4.802342481E0,9.006873613E0
1.813350417E0,-2.168525294E0,3.449891149E0,-1.004612226E1,1.084107114E1
1.823341417E0,-1.157603981E0,-8.431217194E-2,-6.114505913E0,6.223691676E0
1.833332417E0,-1.189698763E0,-1.293285989E0,3.088791376E0,3.553674712E0
1.843323417E0,-1.909004229E0,-3.884146314E0,3.138014699E0,5.345841934E0
1.853314417E0,-2.130253513E0,-1.062846518E1,-5.346759481E0,1.208677331E1
1.863305417E0,-2.095850835E0,-1.062348803E1,-5.322571889E0,1.206568938E1
1.873296417E0,-2.098557804E0,-1.059431159E1,-5.408745815E0,1.207882090E1
1.883286417E0,-2.179386205E0,-1.054123174E1,-5.666647786E0,1.216462856E1
1.893277417E0,-2.305915566E0,-1.049600002E1,-5.994157351E0,1.230500651E1
1.903268417E0,-2.366057687E0,-1.046226860E1,-6.217979411E0,1.239840962E1
1.913259417E0,-2.326821409E0,-1.041500906E1,-6.347177149E0,1.241664888E1
1.923250417E0,6.326430058E0,-1.516167114E1,-1.167360060E-1,1.642904795E1
1.933241417E0,4.451447269E0,-8.128988065E0,-4.571034524E-1,9.279265775E0
1.943232417E0,3.171327456E0,-4.409877074E0,-1.683381665E0,5.686660485E0
1.953223417E0,1.721722297E0,-2.753483087E0,-2.690505066E0,4.217204558E0
1.963214417E0,4.264307132E-1,-1.900387187E0,-3.179933388E0,3.728979883E0
1.973204417E0,-3.978527391E-1,-1.336598069E0,-3.437121999E0,3.709257181E0
1.983195417E0,-8.719689578E-1,-4.528814703E-1,-3.765560102E0,3.891641604E0
1.993186417E0,-1.633068567E0,1.058255401E0,-4.201423252E0,4.630202455E0
2.003177417E0,-2.658918992E0,3.027566643E0,-4.451882887E0,6.004604168E0
2.013168417E0,-3.425598599E0,4.991851033E0,-3.188331159E0,6.842423407E0
2.023159417E0,-3.714535837E0,6.305887620E0,-1.247088161E0,7.424097524E0
2.033150417E0,-4.042051249E0,7.330557200E0,1.297705314E0,8.471085305E0
2.043141417E0,-4.473184294E0,8.391295329E0,3.319224590E0,1.007176583E1
2.053132417E0,-5.272225024E0,9.682061167E0,3.066371105E0,1.144295840E1
2.063122417E0,-6.111877005E0,1.103077233E1,6.259958911E-1,1.262635535E1
2.073113417E0,-5.604517611E0,1.202786059E1,-7.351366563E-1,1.328986358E1
2.083104417E0,-3.710418520E0,1.167915838E1,1.649285527E0,1.236487318E1
2.093095417E0,-2.599215119E0,1.087482475E1,4.286191506E0,1.197452171E1
2.103086417E0,-2.230866553E0,1.034683521E1,5.338859893E0,1.185483823E1
2.113077417E0,-1.934941016E0,1.019894275E1,5.138119133E0,1.158286226E1
2.123068417E0,-1.668223782E0,1.030115910E1,5.019026552E0,1.157961471E1
2.133059417E0,-1.659058564E0,1.038309028E1,5.223255762E0,1.174067459E1
2.143050417E0,-2.133099061E0,1.032343933E1,5.177655666E0,1.174442972E1
2.153040417E0,-2.868443147E0,1.015541140E1,4.708614246E0,1.155557852E1
2.163031417E0,-3.781952772E0,1.016952190E1,2.755510901E0,1.119442642E1
2.173022417E0,-5.216888144E0,1.068543343E1,-1.939364580E0,1.204805148E1
2.183013417E0,-5.609459678E0,1.119499021E1,-3.294430057E0,1.294786133E1
2.193004417E0,-4.992744488E0,1.160978467E1,-2.299733305E0,1.284536379E1
2.202995417E0,-3.727600271E0,1.210688454E1,-1.399194267E0,1.274477939E1
2.212986417E0,-2.132848215E0,1.203492403E1,-1.469814891E0,1.231051557E1
2.222977417E0,-1.313168276E0,1.085801049E1,-2.072266383E0,1.113171554E1
2.232968417E0,-1.048013711E0,9.736289999E0,-2.172511049E0,1.003062710E1
2.242958417E0,-6.770499775E-1,9.525674461E0,-1.476886221E0,9.663232561E0
2.252949417E0,-2.373870152E-1,9.331979011E0,-1.172623139E0,9.408359574E0
2.262940417E0,-1.680481008E-1,7.955818681E0,4.793181941E-1,7.972015866E0
2.272931417E0,3.813001487E-1,6.254964804E0,1.521519188E0,6.448642891E0
2.282922417E0,1.944863448E0,4.659204689E0,1.090237917E0,5.165200952E0
2.292913417E0,2.434551679E0,3.096791829E0,2.823419587E0,4.846530684E0
2.302903792E0,1.605883400E0,1.195391319E0,1.387122398E0,2.435555470E0
2.312894792E0,1.719852357E0,-2.698908684E0,-8.304116267E0,8.899457691E0
2.322885792E0,1.865893292E0,-7.718641580E0,-7.298717941E0,1.078565108E1
