"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.037606375E0,7.078206575E-1,-7.333648038E-1,-1.798574299E-1,1.034979572E0
1.047597375E0,5.343286235E0,1.358080739E0,1.535826740E0,5.723098362E0
1.057588375E0,1.214353840E1,4.317064220E0,3.664863740E0,1.339902215E1
1.067579375E0,1.208734315E1,4.369935621E0,3.726631387E0,1.338237584E1
1.077570375E0,1.202246946E1,4.368206015E0,3.908926521E0,1.337537671E1
1.087561375E0,1.197438663E1,4.310062180E0,4.160557939E0,1.338927980E1
1.097552375E0,1.195953003E1,4.207248833E0,4.422739487E0,1.342728289E1
1.107543375E0,1.196993573E1,4.088993574E0,4.662687583E0,1.348109363E1
1.117534375E0,1.198092850E1,3.989947003E0,4.883668773E0,1.353929634E1
1.127525375E0,1.197420186E1,3.930113615E0,5.099723976E0,1.359538480E1
1.137516375E0,1.194658429E1,3.910304418E0,5.319087533E0,1.364932413E1
1.147507375E0,1.190130579E1,3.926692994E0,5.537958171E0,1.370142249E1
1.157498375E0,1.123714630E1,7.523422346E0,1.558843573E-1,1.352403936E1
1.167489375E0,1.026887428E1,7.253964522E0,3.434426433E-1,1.257727050E1
1.177480375E0,9.661949084E0,7.024521534E0,9.260095827E-1,1.198142966E1
1.187471375E0,9.335556337E0,6.429885430E0,1.631468477E0,1.145241146E1
1.197462375E0,8.583813735E0,5.241982055E0,2.147587000E0,1.028456922E1
1.207453375E0,7.099219714E0,3.489713611E0,2.493699481E0,8.294308816E0
1.217445375E0,4.756591820E0,1.664293576E0,2.409044078E0,5.585564628E0
1.227436375E0,1.378049566E0,-9.779000401E-2,1.851776944E0,2.310337928E0
1.237427375E0,-2.649290966E0,-2.116618976E0,8.967758433E-1,3.507566881E0
1.247418375E0,-6.858417925E0,-4.101476794E0,-6.051100753E-2,7.991474827E0
1.257409375E0,-1.039899939E1,-5.591788808E0,-9.482552415E-1,1.184510356E1
1.267400375E0,-1.293954793E1,-6.821447734E0,-1.934900377E0,1.475492763E1
1.277391375E0,-1.488215318E1,-8.052763177E0,-2.857262394E0,1.716069423E1
1.287382375E0,-1.638111849E1,-8.952851395E0,-3.690509335E0,1.902930504E1
1.297373375E0,-1.752314871E1,-9.164912365E0,-4.158763720E0,2.020771325E1
1.307364375E0,-1.764735994E1,-9.538717845E0,-5.059450108E0,2.068851097E1
1.317355375E0,-1.703175338E1,-9.968656011E0,-6.313590742E0,2.071994580E1
1.327346375E0,-1.596185910E1,-9.528883998E0,-6.584745428E0,1.972154782E1
1.337337375E0,-1.431754370E1,-8.740876379E0,-6.237336618E0,1.789690883E1
1.347328375E0,-1.232576921E1,-8.024509431E0,-5.274780841E0,1.562500084E1
1.357319375E0,-1.030570823E1,-7.392972718E0,-4.044298627E0,1.331240095E1
1.367310375E0,-8.910656717E0,-6.910736471E0,-2.730548553E0,1.160232637E1
1.377301375E0,-8.370807855E0,-6.662194723E0,-1.492946622E0,1.080204389E1
1.387292375E0,-8.686424183E0,-6.543281068E0,-6.741499047E-1,1.089600708E1
1.397283375E0,-9.494202408E0,-6.392536340E0,-3.900683409E-1,1.145236017E1
1.407274375E0,-1.037360025E1,-6.309108267E0,-4.551278244E-1,1.215004406E1
1.417265375E0,-1.089752598E1,-6.253699467E0,-6.356474514E-1,1.258049590E1
1.427256375E0,-1.057506256E1,-6.042890385E0,-9.227246900E-1,1.221474082E1
1.437247375E0,-9.441444150E0,-5.409513554E0,-1.095212143E0,1.093632453E1
1.447238375E0,-8.214549787E0,-4.675558766E0,-1.092053623E0,9.514844145E0
1.457229375E0,-6.939335788E0,-4.131713331E0,-1.244795760E0,8.171594258E0
1.467220375E0,-6.123022383E0,-3.445408673E0,-1.185678656E0,7.125172131E0
1.477211375E0,-5.189838340E0,-2.923135956E0,-1.143117358E0,6.065135044E0
1.487202375E0,-4.245326486E0,-2.290856647E0,-1.311722406E0,4.999143608E0
1.497193375E0,-2.538148845E0,-1.063258864E0,-1.655195455E0,3.211291168E0
1.507184375E0,-3.989572781E-1,6.742506230E-1,-2.362300267E0,2.488823690E0
1.517175375E0,1.477139406E0,1.495337695E0,-2.747035070E0,3.458927192E0
1.527166375E0,3.624869077E0,2.265244965E0,-5.472198629E-1,4.309345676E0
1.537157375E0,7.924772304E0,4.654101824E0,4.131747245E0,1.007640884E1
1.547149375E0,1.640108790E1,7.628233686E0,8.200379060E0,1.986030841E1
1.557140375E0,1.632158565E1,7.702038996E0,8.408751022E0,1.991036556E1
1.567131375E0,1.628843428E1,7.705667778E0,8.588386257E0,1.996123207E1
1.577122375E0,1.631058002E1,7.631467781E0,8.689700963E0,1.999462988E1
1.587113375E0,1.636973864E1,7.514816414E0,8.705399567E0,2.000561897E1
1.597104375E0,1.643003747E1,7.416422392E0,8.661474699E0,1.999926489E1
1.607095375E0,1.646152706E1,7.379945707E0,8.592023810E0,1.998170025E1
1.617086375E0,1.645686800E1,7.409865909E0,8.521797581E0,1.995884894E1
1.627077375E0,1.642778278E1,7.482458507E0,8.461315151E0,1.993622548E1
1.637068375E0,1.638936540E1,7.569185579E0,8.416679261E0,1.991844267E1
1.647059375E0,1.635582578E1,7.644173196E0,8.385249892E0,1.990625119E1
1.657050375E0,1.633912964E1,7.685752746E0,8.359883502E0,1.989787940E1
1.667040292E0,1.142126810E1,5.991692750E0,7.424921320E0,1.488204299E1
1.677031292E0,9.151246253E0,3.757136604E0,7.779188329E0,1.258479855E1
1.687022292E0,6.005377573E0,1.220440499E0,7.104702648E0,9.382474861E0
1.697013292E0,2.135600792E0,-1.233613106E0,5.546368221E0,6.069991144E0
1.707004292E0,-2.842066065E0,-3.617430834E0,3.011838217E0,5.498573888E0
1.716995292E0,-9.018187013E0,-5.458606777E0,-3.372665218E-1,1.054693480E1
1.726986292E0,-1.495583395E1,-7.072024314E0,-3.774140307E0,1.696863672E1
1.736977292E0,-1.944728377E1,-8.105387533E0,-6.848385272E0,2.215388305E1
1.746968292E0,-2.242940235E1,-8.464539306E0,-8.822606421E0,2.554534986E1
1.756959292E0,-2.243025838E1,-8.515767932E0,-9.613784984E0,2.584685003E1
1.766950292E0,-2.004697070E1,-9.084144775E0,-1.032146648E1,2.430916270E1
1.776941292E0,-1.722736379E1,-8.496898967E0,-8.575414794E0,2.103609028E1
1.786932292E0,-1.467301699E1,-7.345388662E0,-5.990084766E0,1.746806451E1
1.796923292E0,-1.233972067E1,-6.933127799E0,-4.550031910E0,1.486740588E1
1.806914292E0,-1.101489246E1,-6.576959276E0,-3.371722646E0,1.326471872E1
1.816905292E0,-1.033981504E1,-6.142520508E0,-2.266011243E0,1.223834712E1
1.826896292E0,-9.568268504E0,-5.816681492E0,-1.195439267E0,1.126119979E1
1.836887292E0,-8.523103849E0,-5.324376340E0,-6.221090276E-2,1.004968421E1
1.846878292E0,-7.631870070E0,-4.633372859E0,9.551794412E-1,8.979195542E0
1.856869292E0,-6.982447309E0,-4.059005544E0,1.617820491E0,8.236955722E0
1.866860292E0,-6.438317699E0,-3.611653200E0,1.983901214E0,7.644072060E0
1.876851292E0,-6.074902137E0,-3.263320531E0,2.034863207E0,7.189879354E0
1.886842292E0,-5.929460834E0,-2.935113100E0,1.708949347E0,6.833293683E0
1.896833292E0,-5.988177989E0,-2.631752243E0,1.136129204E0,6.638914449E0
1.906824292E0,-6.220982541E0,-2.323411605E0,4.714247453E-1,6.657409898E0
1.916815292E0,-6.439524565E0,-2.149472142E0,-1.140101802E-1,6.789750027E0
1.926806292E0,-6.602412790E0,-2.052515658E0,-6.992217422E-1,6.949358692E0
1.936798292E0,-6.777902350E0,-1.954825349E0,-1.305187411E0,7.173898284E0
1.946789292E0,-6.833822781E0,-1.812734501E0,-1.627150308E0,7.254981620E0
1.956780292E0,-6.766956362E0,-1.554405683E0,-1.684489859E0,7.144605064E0
1.966771292E0,-6.746240847E0,-1.249644710E0,-2.072304098E0,7.167134834E0
1.976762292E0,-6.166618638E0,-8.701165599E-1,-2.754772983E0,6.809776974E0
1.986753292E0,-5.690068808E0,-2.257639199E-1,-3.224010285E0,6.543859313E0
1.996744292E0,-5.363443342E0,1.935369909E-2,-4.085848941E0,6.742481785E0
2.006735292E0,-4.577426700E0,-3.835364163E-2,-4.226775609E0,6.230564842E0
2.016726292E0,-4.167965484E0,5.829831880E-1,-3.284532475E0,5.338535309E0
2.026717292E0,-2.367408394E0,2.594911276E0,-1.494575803E0,3.817321557E0
2.036708292E0,4.988215234E0,6.301405145E0,1.635635203E0,8.201542571E0
2.046699292E0,1.808104558E1,1.013061336E1,5.723711933E0,2.150149797E1
2.056690292E0,1.802225651E1,1.022828993E1,5.761832855E0,2.150856486E1
2.066681292E0,1.802672495E1,1.021860577E1,5.769469319E0,2.150975343E1
2.076672292E0,1.808158821E1,1.011758810E1,5.783295060E0,2.151176243E1
2.086663292E0,3.105754207E1,6.282699317E0,6.399964058E0,3.232650260E1
2.096654292E0,3.109477012E1,6.203819209E0,6.493093246E0,3.236560461E1
2.106645292E0,3.109039875E1,6.191767513E0,6.625083615E0,3.238583968E1
2.116636292E0,3.105633053E1,6.231237388E0,6.774774674E0,3.239168963E1
2.126627292E0,3.100854474E1,6.299189635E0,6.926998748E0,3.239124803E1
2.136618292E0,3.095755468E1,6.379196502E0,7.074640358E0,3.239004286E1
2.146609292E0,1.149443080E1,3.516916320E0,2.621294498E0,1.230291936E1
2.156600292E0,1.019313764E1,3.400385990E0,3.917088357E0,1.143705648E1
2.166591292E0,7.988183604E0,3.044366863E0,4.695507127E0,9.753308878E0
2.176582292E0,5.894645342E0,2.320422216E0,4.729749591E0,7.905803828E0
2.186573292E0,4.498137286E0,1.544125400E0,4.432965975E0,6.501442119E0
2.196564292E0,2.676909120E0,5.699950603E-1,4.175914189E0,4.992894563E0
2.206555292E0,-2.587328607E-1,-8.733687812E-1,3.922404646E0,4.026782081E0
2.216546292E0,-4.170396756E0,-2.336897038E0,3.499225277E0,5.924345905E0
2.226537292E0,-8.196253265E0,-3.771995548E0,2.809450296E0,9.449842801E0
2.236528292E0,-1.185168398E1,-5.136873676E0,2.331964327E0,1.312585015E1
2.246519292E0,-1.492693116E1,-6.220312450E0,1.617141044E0,1.625179086E1
2.256510292E0,-1.750060886E1,-7.035921850E0,1.051808115E-1,1.886230553E1
2.266501292E0,-1.930665590E1,-7.444803607E0,-2.098738775E0,2.079847993E1
2.276492292E0,-2.042660235E1,-7.350048893E0,-4.268377379E0,2.212438356E1
2.286483292E0,-2.059324800E1,-6.893678389E0,-6.003924540E0,2.253112901E1
2.296474292E0,-1.955726639E1,-6.205964552E0,-6.091754397E0,2.140350757E1
2.306465292E0,-1.696524013E1,-6.666603523E0,-6.278777590E0,1.927916034E1
2.316456292E0,-1.455997160E1,-6.010672227E0,-4.604177127E0,1.641095368E1
2.326447292E0,-1.206556344E1,-5.314611490E0,-2.805889342E0,1.347946332E1
2.336438292E0,-9.717992308E0,-5.054495178E0,-1.886691839E0,1.111516541E1
2.346429292E0,-8.214385480E0,-4.609270052E0,-1.020765905E0,9.474358145E0
2.356420292E0,-7.225788544E0,-4.307632661E0,-4.343089592E-1,8.423558838E0
2.366411292E0,-6.487899165E0,-3.984472840E0,-5.296638172E-2,7.613912583E0
2.376403292E0,-5.957261420E0,-3.623705481E0,2.185818215E-1,6.976244194E0
2.386394292E0,-5.560253019E0,-3.382399662E0,4.222333260E-1,6.521910924E0
2.396385292E0,-5.250645289E0,-3.164438267E0,5.016256142E-1,6.150981528E0
2.406376292E0,-4.936438140E0,-2.966300687E0,4.564768501E-1,5.777173391E0
