"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.006747375E0,-3.899968221E-1,3.300364396E0,-2.473826550E0,4.142984488E0
2.016738375E0,-5.369148763E-1,4.000152733E0,-2.331097039E0,4.660848944E0
2.026729375E0,-7.299362889E-1,4.547053923E0,-2.180802839E0,5.095528175E0
2.036719375E0,-1.173988610E0,4.573780376E0,-2.361973407E0,5.279832816E0
2.046710375E0,-1.632778838E0,4.423236208E0,-2.569774681E0,5.369797687E0
2.056701375E0,-1.609915347E0,4.530270660E0,-2.623666713E0,5.477116641E0
2.066692375E0,-1.619724929E0,4.746783115E0,-2.697587798E0,5.694948526E0
2.076683375E0,-1.462730989E0,4.587090393E0,-2.460725863E0,5.407046513E0
2.086674375E0,-1.055922070E0,4.426604204E0,-2.596620417E0,5.239487932E0
2.096665375E0,-7.053752057E-1,4.508626606E0,-2.881956355E0,5.397308634E0
2.106655375E0,-6.995307675E-1,4.205458415E0,-2.612878600E0,5.000235830E0
2.116646375E0,-7.150828993E-1,3.242719620E0,-1.186925721E0,3.526381539E0
2.126637375E0,-5.308729483E-1,1.905844978E0,1.084652802E0,2.256223143E0
2.136628375E0,-5.544037521E-1,9.964936012E-1,2.637368494E0,2.873338753E0
2.146619375E0,1.888501552E-1,-3.259961305E0,2.289061990E0,3.987833608E0
2.156610375E0,6.037481126E-1,-1.158946560E1,2.186317056E0,1.180932711E1
2.166600375E0,6.329692805E-1,-1.160968644E1,2.057415040E0,1.180755800E1
2.176591375E0,6.041401684E-1,-1.164907562E1,1.884318161E0,1.181594698E1
2.186582375E0,5.261539529E-1,-1.170778635E1,1.674239690E0,1.183858850E1
2.196573375E0,-8.008597988E-1,-1.071824450E1,8.276061326E-1,1.077993847E1
2.206564375E0,-1.573860685E0,-5.519543535E0,-2.200163116E0,6.146797217E0
2.216555375E0,-2.026258298E0,-1.019988298E0,-3.772331763E0,4.401884341E0
2.226546375E0,-3.007624129E0,2.228535268E0,-4.729513949E0,6.031622877E0
2.236536375E0,-3.571145445E0,4.121842062E0,-4.922281446E0,7.346530909E0
2.246527375E0,-3.631625535E0,5.115360015E0,-4.960927448E0,7.997900553E0
2.256518375E0,-3.321979798E0,5.373701112E0,-5.037585030E0,8.080190367E0
2.266509375E0,-2.299203401E0,4.977976175E0,-3.940647374E0,6.752428067E0
2.276500375E0,-7.547514336E-1,3.720530695E0,-2.083508533E0,4.330474129E0
2.286491375E0,-6.005938321E-2,2.169876001E0,-6.425689468E-1,2.263816212E0
2.296481375E0,-3.229491757E-1,1.055202570E0,3.650773412E-1,1.162338203E0
2.306472375E0,-8.532469042E-1,4.555051160E-1,9.834747756E-1,1.379397631E0
2.316462958E0,-1.578801728E0,1.487022954E-1,1.209848268E0,1.994607756E0
2.326453958E0,-2.048935847E0,1.407319558E-1,8.519457525E-1,2.223455678E0
2.336444958E0,-2.177722087E0,1.001458472E-1,1.125466222E-1,2.182926802E0
2.346435958E0,-1.790549434E0,-1.619591027E-1,-6.000202203E-1,1.895342262E0
2.356426958E0,-1.099958036E0,-2.188659596E-1,-1.691780167E0,2.029761100E0
2.366416958E0,-2.255051807E-1,-2.293570340E-1,-2.802527193E0,2.820924654E0
2.376407958E0,4.838379456E-1,-3.789177006E-1,-3.144867051E0,3.204351190E0
2.386398958E0,6.658841345E-1,-4.929173559E-1,-2.552151173E0,2.683252655E0
2.396389958E0,6.978425302E-1,-3.821757692E-1,-1.635248702E0,1.818538103E0
2.406380958E0,6.867369135E-1,-2.546801555E-1,-7.980923116E-1,1.083245544E0
2.416371958E0,7.436864550E-1,-3.134142673E-1,-5.150987685E-2,8.086725628E-1
2.426361958E0,1.008410081E0,-6.355625206E-1,7.426744482E-1,1.404420145E0
2.436352958E0,1.417621182E0,-1.081646603E0,1.542950402E0,2.358029926E0
2.446343958E0,2.233849072E0,-1.480998568E0,2.263289072E0,3.507978885E0
2.456334958E0,3.327226212E0,-1.812764322E0,2.924753296E0,4.786515496E0
2.466325958E0,4.572593392E0,-2.104885368E0,3.463879735E0,6.110451338E0
2.476316958E0,6.043388568E0,-2.229865510E0,3.679974407E0,7.418696463E0
2.486307958E0,7.120486037E0,-1.993289503E0,3.669698218E0,8.254768892E0
2.496297958E0,7.340446011E0,-1.183330852E0,3.717830743E0,8.312922770E0
2.506288958E0,6.548432465E0,-1.809876966E-1,3.482941366E0,7.419272528E0
2.516279958E0,4.995514314E0,7.045432931E-1,2.793168139E0,5.766570277E0
2.526270958E0,3.556819181E0,1.564439505E0,1.738437732E0,4.256829736E0
2.536261958E0,3.684919397E0,1.364208037E0,8.104577109E-1,4.012048882E0
2.546252958E0,5.103578460E0,-1.098823968E0,2.878747988E-1,5.228460492E0
2.556242958E0,4.569550208E0,-2.789498427E0,-6.223568764E-1,5.389751261E0
2.566233958E0,1.868802136E0,-3.173511976E0,-1.441508812E0,3.954939613E0
2.576224958E0,1.610845055E-1,-2.981366622E0,-1.240542934E0,3.233178301E0
2.586215958E0,-6.121626945E-1,-2.964827188E0,-1.242933422E0,3.272587189E0
2.596206958E0,-6.622648542E-1,-3.645654175E0,-1.732413054E0,4.090311001E0
2.606197958E0,-1.140453512E0,-4.151352959E0,-2.134264119E0,4.805148170E0
2.616187958E0,-2.871874586E0,-3.173438886E0,-2.523779313E0,4.968685945E0
2.626178958E0,-4.748851860E0,-1.562030452E0,-2.762751508E0,5.711771093E0
2.636169958E0,-5.971330406E0,1.324832886E-1,-3.238849641E0,6.794445204E0
2.646160958E0,-6.280974973E0,1.908299055E0,-3.142605348E0,7.277926921E0
2.656151958E0,-6.537321001E0,2.962937953E0,-2.344722367E0,7.550714546E0
2.666142958E0,-6.519497518E0,3.302362974E0,-1.354757913E0,7.432685793E0
2.676133958E0,-5.688045087E0,3.259695842E0,8.116563901E-2,6.556375657E0
2.686123958E0,-4.380456224E0,2.910650396E0,1.369277573E0,5.434630027E0
2.696114958E0,-3.053365728E0,2.326421751E0,2.495974048E0,4.578773513E0
2.706105958E0,-2.271000380E0,1.487039326E0,3.131742391E0,4.144458841E0
2.716096958E0,-2.077335481E0,5.579717231E-1,3.225784330E0,3.877156134E0
2.726087958E0,-2.442646418E0,-1.403957409E-1,3.396689672E0,4.186135834E0
2.736078958E0,-3.489951885E0,-6.633262700E-1,3.540624733E0,5.015554745E0
2.746068958E0,-4.664392338E0,-1.122994019E0,2.470436334E0,5.396362398E0
2.756059958E0,-5.480829704E0,-1.740112667E0,-6.786126459E-1,5.790336904E0
2.766050958E0,-6.006362244E0,-2.270109556E0,-2.631102617E0,6.939199218E0
2.776041958E0,-5.815843002E0,-2.397792866E0,-2.850279649E0,6.906340168E0
2.786032958E0,-4.405905938E0,-1.667164559E0,-2.351868980E0,5.265238124E0
2.796023958E0,-2.534109589E0,-4.828449422E-1,-1.350683427E0,2.911905968E0
2.806014958E0,-1.054698248E0,6.295124066E-1,-8.852845296E-2,1.231467235E0
2.816004958E0,-1.751416504E-1,1.334141069E0,7.565460902E-1,1.543686813E0
2.825995958E0,2.303896523E-1,1.618681201E0,1.125518993E0,1.984943633E0
2.835986958E0,5.753087175E-1,1.672763268E0,1.130126599E0,2.099119625E0
2.845977958E0,7.906444207E-1,1.631522271E0,8.568889886E-1,2.005303533E0
2.855968958E0,1.101209194E0,1.498256040E0,5.824230248E-1,1.948499276E0
2.865959958E0,1.289618615E0,1.232094292E0,4.148921102E-1,1.831203970E0
2.875949958E0,1.549584507E0,8.136470747E-1,2.515858090E-1,1.768199402E0
