"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.875514090E-1,-9.649057388E-1,3.440280676E0,1.054606628E1,1.113490405E1
1.899378670E-1,-9.744769931E-1,3.435495138E0,1.052931690E1,1.111839677E1
1.923243260E-1,-9.720842242E-1,3.425923824E0,1.050299549E1,1.109030279E1
1.947107840E-1,-9.696913958E-1,3.406781197E0,1.046710396E1,1.105019117E1
1.970972420E-1,-9.672985673E-1,3.392424345E0,1.041446114E1,1.099569053E1
1.994837010E-1,-9.601200819E-1,3.375674486E0,1.035912704E1,1.093748243E1
2.018701590E-1,-9.433703423E-1,3.358924866E0,1.028973579E1,1.086512708E1
2.042566170E-1,-9.194421172E-1,3.344567776E0,1.020837975E1,1.078158265E1
2.066430760E-1,-8.907282352E-1,3.323032379E0,1.014138031E1,1.070903990E1
2.090295340E-1,-8.524430394E-1,3.301496983E0,1.006720352E1,1.062897588E1
2.114160440E-1,-8.066803217E-1,3.289532900E0,9.988240242E0,1.054688120E1
2.138025030E-1,-7.540382147E-1,3.284747362E0,9.921240807E0,1.047803216E1
2.161889610E-1,-6.966105103E-1,3.279961586E0,9.851848602E0,1.040684078E1
2.185754190E-1,-6.367899179E-1,3.284747362E0,9.770194054E0,1.032723383E1
2.209618780E-1,-5.745765567E-1,3.287140131E0,9.696016312E0,1.025417772E1
2.233483360E-1,-5.195416212E-1,3.289532900E0,9.617053032E0,1.017736013E1
2.257347940E-1,-4.668995142E-1,3.294318676E0,9.533304214E0,1.009724814E1
2.281212530E-1,-4.214358926E-1,3.291925669E0,9.456734657E0,1.002218605E1
2.305077110E-1,-3.759722710E-1,3.296711445E0,9.380164146E0,9.949730696E0
2.328941690E-1,-3.352942765E-1,3.303889751E0,9.303593636E0,9.878510226E0
2.352806280E-1,-2.994019389E-1,3.315854073E0,9.233902931E0,9.815777763E0
2.376670860E-1,-2.703889608E-1,3.332603693E0,9.174081802E0,9.764380906E0
2.400535440E-1,-2.512463629E-1,3.354139090E0,9.119047165E0,9.719588210E0
2.424400030E-1,-2.416750938E-1,3.380460262E0,9.078369141E0,9.690340793E0
2.448265130E-1,-2.321037948E-1,3.409173965E0,9.047262192E0,9.671054362E0
2.472129710E-1,-2.201396823E-1,3.445066452E0,9.023334503E0,9.661133986E0
2.495994300E-1,-2.033899277E-1,3.480958700E0,9.020941734E0,9.671392387E0
2.519858880E-1,-1.818545163E-1,3.516851187E0,9.032905579E0,9.695086205E0
2.543723460E-1,-1.555334777E-1,3.545564890E0,9.054440498E0,9.725127957E0
2.567588050E-1,-1.316052526E-1,3.567100286E0,9.095118523E0,9.770501796E0
2.591452630E-1,-1.052841991E-1,3.586242914E0,9.147761345E0,9.826177315E0
2.615317210E-1,-7.657032460E-2,3.595814228E0,9.205188751E0,9.882876247E0
2.639181800E-1,-4.307080805E-2,3.595814228E0,9.294022560E0,9.965469904E0
2.663046380E-1,-2.392822644E-3,3.588635683E0,9.382556915E0,1.004543110E1
2.686911490E-1,4.067798331E-2,3.583850145E0,9.456734657E0,1.011313339E1
2.710775550E-1,7.417750359E-2,3.574278831E0,9.521340370E0,1.017039301E1
2.734640650E-1,1.028913707E-1,3.562314749E0,9.569196701E0,1.021127801E1
2.758505240E-1,1.292124242E-1,3.557528973E0,9.619445801E0,1.025701934E1
2.782369820E-1,1.459621787E-1,3.555136204E0,9.662516594E0,1.029682113E1
2.806234400E-1,1.579262912E-1,3.555136204E0,9.696016312E0,1.032843969E1
2.830098990E-1,1.722832322E-1,3.562314749E0,9.729516029E0,1.036258896E1
2.853963570E-1,1.794617027E-1,3.569493294E0,9.758230209E0,1.039213865E1
2.877828150E-1,1.842473447E-1,3.579064369E0,9.765408516E0,1.040225227E1
2.901692740E-1,1.794617027E-1,3.598206997E0,9.779765129E0,1.042224093E1
2.925557320E-1,1.722832322E-1,3.622135162E0,9.786943436E0,1.043713593E1
2.949421900E-1,1.651047617E-1,3.643670797E0,9.784550667E0,1.044227122E1
2.973286490E-1,1.651047617E-1,3.658326626E0,9.796515465E0,1.045860070E1
2.997151070E-1,1.698904037E-1,3.670290947E0,9.808479309E0,1.047407107E1
3.021015650E-1,1.770688742E-1,3.677469254E0,9.823135376E0,1.049043003E1
3.044880240E-1,1.986042857E-1,3.679862022E0,9.863813400E0,1.052975038E1
3.068745340E-1,2.249253243E-1,3.672683716E0,9.914062500E0,1.057486796E1
3.092609920E-1,2.584248483E-1,3.663112402E0,9.964311600E0,1.061944827E1
3.116474510E-1,2.922234535E-1,3.646063566E0,1.001456070E1,1.066164153E1
3.140339090E-1,3.161516786E-1,3.617349625E0,1.004088211E1,1.067728822E1
3.164203670E-1,3.329014480E-1,3.581457376E0,1.006959629E1,1.069272789E1
3.188068260E-1,3.424727321E-1,3.543172121E0,1.009352398E1,1.070283059E1
3.211932840E-1,3.472583890E-1,3.507279873E0,1.010548782E1,1.070245227E1
3.235797420E-1,3.520440459E-1,3.471387386E0,1.013898754E1,1.072257123E1
3.259662010E-1,3.520440459E-1,3.442673683E0,1.015813065E1,1.073142839E1
3.283526590E-1,3.616153300E-1,3.418745279E0,1.020359421E1,1.076716860E1
3.307391170E-1,3.807578981E-1,3.409173965E0,1.024187946E1,1.080108970E1
3.331255760E-1,4.142574072E-1,3.404388428E0,1.030169964E1,1.085755429E1
3.355120340E-1,4.501497746E-1,3.401995659E0,1.033759212E1,1.089229178E1
3.378985440E-1,4.908277392E-1,3.404388428E0,1.037827015E1,1.093340129E1
3.402850030E-1,5.315057039E-1,3.409173965E0,1.040489006E1,1.096205741E1
3.426714610E-1,5.697908998E-1,3.411566973E0,1.040967560E1,1.096926602E1
3.450579190E-1,6.056832075E-1,3.404388428E0,1.039531898E1,1.095533521E1
3.474443780E-1,6.367899179E-1,3.387638569E0,1.035912704E1,1.091755969E1
3.498308360E-1,6.655037999E-1,3.363710403E0,1.029691410E1,1.085282834E1
3.522172940E-1,6.870391965E-1,3.330210924E0,1.021795082E1,1.076888326E1
3.546037530E-1,7.013961077E-1,3.284747362E0,1.010548782E1,1.064905657E1
3.569902110E-1,7.205387354E-1,3.232105255E0,9.971489906E0,1.050696395E1
3.593766690E-1,7.444669604E-1,3.177070379E0,9.823135376E0,1.035094179E1
3.617631280E-1,7.731808424E-1,3.129213810E0,9.667302132E0,1.019051118E1
3.641495860E-1,8.138588071E-1,3.085843801E0,9.499805450E0,1.002153190E1
3.665360440E-1,8.739784956E-1,3.042773008E0,9.320343018E0,9.843327687E0
3.689225550E-1,9.601200819E-1,2.994916677E0,9.128618240E0,9.655207271E0
3.713090130E-1,1.067797065E0,2.942274570E0,8.925228119E0,9.458164050E0
3.736954710E-1,1.192223907E0,2.887239695E0,8.717052460E0,9.259835554E0
3.760819300E-1,1.328614831E0,2.829811811E0,8.494221687E0,9.051234962E0
3.784683880E-1,1.470090389E0,2.772384167E0,8.274081230E0,8.849163798E0
3.808548460E-1,1.606481314E0,2.707777977E0,8.056035995E0,8.649425400E0
3.832413050E-1,1.728515267E0,2.647957325E0,7.847859859E0,8.460989741E0
3.856277630E-1,1.833799481E0,2.585743904E0,7.644470215E0,8.275676223E0
3.880142210E-1,1.929512382E0,2.525923491E0,7.450352192E0,8.100065141E0
3.904006800E-1,2.015953064E0,2.472982168E0,7.270890713E0,7.940123382E0
3.927871380E-1,2.087737799E0,2.429911375E0,7.103393078E0,7.792388057E0
3.951735960E-1,2.147558212E0,2.401197433E0,6.945167542E0,7.655919773E0
3.975600550E-1,2.197807550E0,2.386840582E0,6.789634228E0,7.525058069E0
3.999465130E-1,2.238485575E0,2.386840582E0,6.636493683E0,7.399383355E0
4.023330240E-1,2.267199516E0,2.398804665E0,6.480959892E0,7.273052907E0
4.047194820E-1,2.279163599E0,2.425125837E0,6.320342064E0,7.143006779E0
4.071059400E-1,2.276770830E0,2.472982168E0,6.160022736E0,7.017492880E0
4.094923990E-1,2.262413740E0,2.528316259E0,6.016453266E0,6.907141879E0
4.118788570E-1,2.238485575E0,2.592922449E0,5.865406513E0,6.792426522E0
4.142653150E-1,2.207378864E0,2.669492722E0,5.712265968E0,6.680471191E0
4.166517740E-1,2.173879385E0,2.750848770E0,5.568696499E0,6.580524389E0
4.190382320E-1,2.135594130E0,2.832204819E0,5.429912567E0,6.485838181E0
4.214246900E-1,2.097309113E0,2.918346405E0,5.293222904E0,6.397941854E0
4.238111490E-1,2.063809633E0,3.002095222E0,5.180759907E0,6.333416072E0
4.261976070E-1,2.032702923E0,3.083451033E0,5.089832783E0,6.288557005E0
4.285840650E-1,2.006381750E0,3.153141975E0,5.010869503E0,6.251134715E0
4.309705240E-1,1.989632010E0,3.208176851E0,4.958227634E0,6.231777878E0
4.333570340E-1,2.011167526E0,3.258426189E0,4.924727917E0,6.238195340E0
4.357434400E-1,2.085345030E0,3.294318676E0,4.903192520E0,6.264383156E0
4.381299510E-1,2.190629244E0,3.299104214E0,4.886443138E0,6.289695671E0
4.405164090E-1,2.300698996E0,3.287140131E0,4.881657124E0,6.318946303E0
4.429028670E-1,2.389233351E0,3.272783279E0,4.931906700E0,6.383043952E0
4.452893260E-1,2.432304144E0,3.267997503E0,5.068297386E0,6.502580221E0
4.476757840E-1,2.408375978E0,3.294318676E0,5.314758301E0,6.700706395E0
4.500622420E-1,2.305484533E0,3.363710403E0,5.695516109E0,7.004906164E0
4.524487010E-1,2.126022816E0,3.476173162E0,6.186343670E0,7.407739255E0
4.548351590E-1,1.896012783E0,3.631706476E0,6.734599113E0,7.882828276E0
4.572216170E-1,1.647159338E0,3.809074640E0,7.294818878E0,8.392649520E0
4.596080760E-1,1.400399446E0,3.988536358E0,7.819146156E0,8.888677489E0
4.619945340E-1,1.185045362E0,4.156033993E0,8.231010437E0,9.296584527E0
4.643809920E-1,9.840483069E-1,4.321437836E0,8.501399994E0,9.587334243E0
4.667674510E-1,7.995018363E-1,4.479363918E0,8.597112656E0,9.726985675E0
4.691539610E-1,6.487540603E-1,4.608576298E0,8.518149376E0,9.706633099E0
4.715404190E-1,5.338985324E-1,4.706682205E0,8.312366486E0,9.567305870E0
4.739268780E-1,4.573282301E-1,4.771587372E0,8.024929047E0,9.347549484E0
4.763133360E-1,4.094717801E-1,4.814658165E0,7.687541008E0,9.080026825E0
