x,y,z
-0.41173432630933726,0.29431184839164604,-0.3022790849152546
-0.4961471910583622,0.1927441642681992,-0.5547933825533037
-0.5396806167321171,0.09396990611071548,-0.7704086836372828
-0.6898084603433903,0.08917454893543382,-0.8500270394243694
-0.867644954159756,0.1354486911026236,-0.6479354954085945
-1.0452469662363377,0.18255416905940808,-0.2284774670079722
-1.1941409654174153,0.22477750512182543,0.36230111788915664
-1.2902144362974695,0.24183581455545217,1.101242048398122
-1.3481654477587794,0.17954588981492398,2.089358021914184
-1.0369848718291625,0.012663798934471353,2.6229338511319007
-0.5340522288961166,-0.13444923512806517,2.5858798980680446
-0.019992708026016846,-0.18119963912272652,2.165825606496438
0.4925549647272873,-0.3257893119711398,1.2936053501373024
0.08236796590491505,-0.1559425008278554,0.8113167651625897
-0.3422803993876464,0.10623074980887195,0.4304105969215119
-0.6410639112512523,0.1174632163845707,0.4283132546940687
-0.8211936383915774,-0.04049175285151873,0.13871736612107255
-0.8857453843599163,-0.22006117586835555,-0.21182423428073233
-0.9307535385733559,-0.29276310698387964,-0.5884700205487212
-0.9314833350990158,-0.22248770851244348,-0.7804962247237829
-0.835400982137333,-0.10956420589210253,-0.9958464696058994
-0.6973540069164974,-0.0635526375460334,-1.5399017604400351
-0.9217265648864494,-0.3046814173797365,-1.9669530828714437
-1.2496908284908355,-0.5002877085452258,-2.3042826507175813
-1.2915163012601822,-0.2872785767348233,-1.9974504058894795
-1.0504482822507695,0.0031556522448694586,-1.0779001710162668
-0.6008527243114495,0.1581730906743374,-0.49107839957535404
0.15397771565912668,-0.1792739497647424,-1.7255516635804813
0.4495616698703787,-0.32032714389340683,-1.9593430247780865
0.7270070025507287,-0.2703152646792529,-2.7480837136602254
0.7434553984794874,-0.23328225593286425,-3.028566848441382
0.33180673393442645,-0.06806189356981952,-3.028566848441382
-0.2950768604452933,0.17698351996780187,-3.028566848441382
-1.6001603532600812,0.20559380149652337,0.2716242543395895
-1.984986707497945,0.09846218247036216,-0.6856138026318533
-2.3351296742474386,-0.36244127783623104,-0.3497930165267916
-3.0007308275598157,-0.8996796986864529,1.0907757262233533
-2.529943111394198,-1.078602231319591,0.3489667514038308
-0.5926812996436793,-1.0939054246068802,-0.26266971861348165
-0.25801615850748233,-1.1420566474956977,-0.017298346099204297
-0.3154966142057119,-0.8964395866648107,0.22013674496130473
-0.20639205947285896,-0.6105576175487328,0.307253699619468
-0.3298348735460321,-0.7490036069541002,0.21332683917523082
-0.8044817091464421,-1.1300568241744846,-0.4072395332884519
-1.795831782175641,-1.4212111336328646,-1.8728499713634663
-2.402229490041482,-1.278947946901396,-2.4262338823599863
-1.732500558375819,-1.1493308081455857,-2.53216892206108
-0.8705018922728058,-1.1029052922875862,-1.6986677141369981
-0.4060250576567532,-0.9703686566883677,-0.623784570052682
-0.2820829326103427,-0.9786073264732394,-0.1880715728338658
-0.4047819428386693,-1.0928000840126408,-0.14728961594225867
-0.5167219710219035,-1.0931740797599458,-0.31800801905247406
-0.7436795327732411,-1.1994384615737623,-0.6194743481955868
-0.6715727294879524,-1.2178299492585036,-0.7151120672648544
-0.754085089073809,-1.1824894654681724,-1.2961007898264783
-0.7475355738788537,-1.0934682821357316,-1.9907089164340561
-0.6184366715408942,-0.9408165608366531,-2.691962477915626
-0.5900486296360384,-0.8235456079571584,-3.028566848441382
-0.7295877646969468,-0.8629916100438246,-3.028566848441382
-0.8615466395469412,-1.1115279456565315,-2.758371066268757
-0.8063598243448726,-1.3436414318173215,-2.2202394420453233
-0.7632673483021912,-1.5127505173921996,-1.9636015946228111
-0.8158320778168879,-1.551447750958493,-1.9676598997196946
-0.9053610666984541,-1.513842762426213,-2.307012050315961
-0.7552986530716287,-1.4043504759046275,-2.772810060285569
-0.6304424876580303,-1.2854925384378706,-3.028566848441382
-0.5801318370418379,-1.1463959962648465,-3.028566848441382
-0.8081776540978012,-1.0483884849351024,-3.028566848441382
